temperature,humidity,wind_speed,cloud_cover,uv_index,visibility,weather_type,location_coastal,location_inland,season_autumn,season_spring,season_winter
26.0,73,2.6741486494265287,3.0,1,2.302585092994046,Cloudy,0,1,0,0,0
38.0,83,2.0794415416798357,1.0,4,2.2512917986064953,Cloudy,0,0,0,1,0
4.0,79,0.6931471805599453,1.0,1,1.7047480922384253,Snowy,0,1,0,0,1
17.0,72,2.1400661634962708,3.0,2,1.3862943611198906,Rainy,0,0,0,0,0
40.0,57,1.6094379124341003,1.0,11,2.3513752571634776,Sunny,1,0,0,0,1
24.0,61,2.0149030205422647,1.0,7,1.8718021769015913,Sunny,0,0,1,0,0
30.0,70,2.833213344056216,1.0,0,1.3862943611198906,Rainy,0,0,0,0,1
28.0,85,2.0794415416798357,3.0,1,1.0986122886681098,Rainy,1,0,0,1,0
2.0,61,2.8622008809294686,3.0,0,0.6931471805599453,Snowy,0,1,0,0,1
4.0,95,1.252762968495368,3.0,1,1.7047480922384253,Snowy,0,1,0,0,1
15.0,97,3.1780538303479458,3.0,13,1.252762968495368,Rainy,0,0,0,0,1
29.0,69,1.3862943611198906,0.0,10,1.8718021769015913,Sunny,0,1,0,0,1
35.0,21,2.3978952727983707,0.0,5,2.1400661634962708,Sunny,1,0,1,0,0
11.0,90,3.2771447329921766,1.0,0,0.6931471805599453,Rainy,0,0,0,0,1
2.0,105,2.995732273553991,3.0,7,1.5040773967762742,Snowy,0,0,0,0,1
27.0,64,2.5257286443082556,1.0,3,2.1972245773362196,Cloudy,1,0,1,0,0
32.0,37,0.4054651081081644,1.0,11,2.2512917986064953,Sunny,0,1,0,0,1
36.0,22,0.6931471805599453,0.0,10,1.8718021769015913,Sunny,0,0,0,0,0
28.0,54,2.772588722239781,1.0,3,2.2512917986064953,Cloudy,0,0,0,0,1
42.0,64,1.0986122886681098,1.0,8,2.1972245773362196,Sunny,0,0,1,0,0
21.0,43,2.3978952727983707,0.0,11,1.9459101490553132,Sunny,0,0,0,1,0
22.0,50,0.0,0.0,5,2.1972245773362196,Sunny,1,0,0,0,0
33.0,66,2.302585092994046,1.0,3,1.9459101490553132,Cloudy,0,0,1,0,0
26.0,25,1.252762968495368,1.0,8,1.791759469228055,Sunny,0,0,0,0,1
26.0,91,2.3513752571634776,3.0,3,1.6094379124341003,Rainy,0,0,0,0,0
-2.0,98,2.970414465569701,3.0,0,1.5040773967762742,Snowy,0,0,0,0,1
17.0,90,2.4849066497880004,3.0,3,1.6094379124341003,Rainy,0,1,0,0,1
25.0,55,2.2512917986064953,1.0,4,2.1400661634962708,Cloudy,0,1,0,0,0
-4.0,96,3.044522437723423,1.0,1,1.7047480922384253,Snowy,0,0,0,0,1
-1.0,87,2.70805020110221,3.0,0,1.6094379124341003,Snowy,0,1,0,0,1
-5.0,94,1.8718021769015913,3.0,0,1.3862943611198906,Snowy,0,1,0,0,1
22.0,95,2.6390573296152584,3.0,3,1.252762968495368,Rainy,1,0,1,0,0
41.0,85,2.302585092994046,3.0,3,2.1400661634962708,Cloudy,0,0,0,0,0
33.0,41,0.0,0.0,7,2.3513752571634776,Sunny,1,0,0,0,1
16.0,84,2.970414465569701,3.0,0,1.3862943611198906,Rainy,1,0,0,1,0
10.0,64,2.70805020110221,3.0,1,2.2512917986064953,Cloudy,1,0,0,1,0
29.0,63,1.9459101490553132,3.0,0,1.3862943611198906,Rainy,0,0,0,0,1
15.0,55,0.9162907318741551,1.0,2,1.8718021769015913,Cloudy,0,1,1,0,0
3.0,75,3.8607297110405954,3.0,5,1.7047480922384253,Snowy,0,1,0,0,1
24.0,52,2.302585092994046,1.0,1,2.1972245773362196,Cloudy,0,0,1,0,0
25.0,85,2.302585092994046,3.0,1,1.0986122886681098,Rainy,0,0,0,0,1
25.0,89,0.9162907318741551,1.0,11,2.0149030205422647,Sunny,0,0,0,0,0
24.0,47,2.1972245773362196,0.0,5,1.9459101490553132,Sunny,0,0,0,0,0
2.0,97,1.0986122886681098,1.0,0,1.3862943611198906,Snowy,0,1,0,0,1
21.0,54,1.3862943611198906,0.0,7,2.1972245773362196,Sunny,0,0,0,0,0
2.0,81,2.6741486494265287,3.0,1,1.6094379124341003,Snowy,0,1,0,0,1
21.0,75,1.5040773967762742,1.0,2,2.1972245773362196,Cloudy,0,0,0,0,1
31.0,62,2.0149030205422647,3.0,0,1.7047480922384253,Rainy,0,1,0,1,0
33.0,31,2.0149030205422647,0.0,7,2.2512917986064953,Sunny,1,0,0,0,0
34.0,47,1.791759469228055,0.0,9,2.3978952727983707,Sunny,0,1,0,1,0
21.0,66,2.6741486494265287,1.0,3,2.2512917986064953,Cloudy,0,0,1,0,0
28.0,68,2.9444389791664403,3.0,3,1.791759469228055,Rainy,0,0,0,0,1
33.0,62,2.3978952727983707,1.0,1,1.5040773967762742,Rainy,0,1,0,0,0
25.0,96,1.9459101490553132,3.0,0,1.7047480922384253,Rainy,0,0,1,0,0
27.0,73,2.3513752571634776,1.0,1,2.0794415416798357,Cloudy,1,0,0,0,0
49.0,75,2.5257286443082556,1.0,10,2.0794415416798357,Sunny,1,0,0,0,0
-5.0,73,2.5649493574615367,1.0,1,1.7047480922384253,Snowy,0,1,0,0,1
31.0,62,1.8718021769015913,3.0,0,1.7047480922384253,Rainy,0,0,0,0,0
2.0,91,2.0149030205422647,3.0,0,1.252762968495368,Snowy,0,1,0,0,1
-7.0,78,2.3978952727983707,3.0,7,0.6931471805599453,Snowy,0,1,0,0,1
27.0,43,0.6931471805599453,0.0,9,2.302585092994046,Sunny,0,0,0,0,0
12.0,56,2.3513752571634776,1.0,4,2.0149030205422647,Cloudy,0,0,0,0,1
-7.0,93,2.302585092994046,3.0,1,1.6094379124341003,Snowy,0,1,0,0,1
15.0,81,3.3843902633457743,1.0,4,1.9459101490553132,Cloudy,0,1,0,0,1
30.0,64,1.9459101490553132,1.0,3,1.6094379124341003,Rainy,1,0,0,0,0
19.0,93,2.740840023925201,3.0,0,1.6094379124341003,Rainy,0,1,0,0,1
17.0,88,2.9444389791664403,1.0,0,1.8718021769015913,Sunny,0,0,0,1,0
23.0,88,2.5257286443082556,3.0,1,1.791759469228055,Rainy,0,0,0,0,1
28.0,35,2.3513752571634776,1.0,9,2.3978952727983707,Sunny,1,0,0,0,1
-4.0,87,1.791759469228055,3.0,1,1.7047480922384253,Snowy,0,0,0,0,1
31.0,72,2.8903717578961645,1.0,13,1.5040773967762742,Cloudy,0,1,0,0,1
40.0,66,2.1972245773362196,0.0,5,1.8718021769015913,Sunny,0,0,1,0,0
20.0,24,1.3862943611198906,0.0,9,2.0149030205422647,Sunny,0,0,0,0,1
-7.0,61,1.252762968495368,3.0,1,1.252762968495368,Snowy,0,1,0,0,1
-3.0,82,0.0,3.0,0,0.9162907318741551,Snowy,0,1,0,0,1
22.0,65,1.9459101490553132,1.0,8,2.0794415416798357,Sunny,1,0,1,0,0
33.0,79,1.7047480922384253,3.0,1,2.0794415416798357,Cloudy,1,0,0,1,0
29.0,47,2.2512917986064953,0.0,11,1.8718021769015913,Sunny,0,1,0,0,0
13.0,80,2.803360380906535,3.0,0,1.5040773967762742,Rainy,0,0,1,0,0
27.0,39,1.791759469228055,0.0,5,1.791759469228055,Sunny,0,0,1,0,0
20.0,48,2.3513752571634776,0.0,6,2.2512917986064953,Sunny,0,0,1,0,0
19.0,82,2.0794415416798357,1.0,1,1.5040773967762742,Rainy,1,0,0,0,0
18.0,70,1.791759469228055,3.0,2,1.5040773967762742,Rainy,0,0,0,1,0
2.0,80,2.6741486494265287,3.0,1,0.9162907318741551,Snowy,0,1,0,0,1
1.0,81,2.3513752571634776,3.0,1,1.5040773967762742,Snowy,0,0,0,0,1
22.0,69,0.6931471805599453,1.0,2,1.9459101490553132,Cloudy,0,0,1,0,0
-10.0,70,1.252762968495368,3.0,1,1.6094379124341003,Snowy,0,0,0,0,1
32.0,61,1.8718021769015913,3.0,2,1.6094379124341003,Rainy,0,1,0,0,0
41.0,29,2.1972245773362196,0.0,11,2.3978952727983707,Sunny,0,1,0,1,0
-1.0,99,1.252762968495368,3.0,0,1.0986122886681098,Snowy,0,0,0,0,1
31.0,65,0.9162907318741551,3.0,2,2.302585092994046,Cloudy,0,1,0,0,0
19.0,62,0.6931471805599453,1.0,2,1.8718021769015913,Cloudy,1,0,1,0,0
-3.0,92,3.367295829986474,1.0,1,1.7047480922384253,Snowy,0,0,0,0,1
-1.0,83,2.9444389791664403,3.0,0,0.9162907318741551,Snowy,0,1,0,0,1
3.0,70,1.0986122886681098,3.0,1,1.0986122886681098,Snowy,0,0,0,0,1
0.0,64,1.7047480922384253,3.0,1,0.6931471805599453,Snowy,0,1,0,0,1
26.0,76,2.302585092994046,3.0,3,1.5040773967762742,Rainy,0,1,0,1,0
22.0,92,3.0204248861443626,3.0,0,1.7047480922384253,Rainy,1,0,0,0,1
20.0,96,2.70805020110221,3.0,0,1.7047480922384253,Rainy,0,0,0,0,0
23.0,52,0.6931471805599453,1.0,1,2.2512917986064953,Cloudy,0,0,0,1,0
3.0,81,1.252762968495368,3.0,1,1.0986122886681098,Snowy,0,0,0,0,1
20.0,95,2.833213344056216,3.0,0,1.252762968495368,Rainy,0,0,0,0,0
-2.0,91,1.252762968495368,3.0,1,1.6094379124341003,Snowy,0,0,0,0,1
2.0,77,2.0149030205422647,1.0,0,1.3862943611198906,Snowy,0,0,0,0,1
16.0,67,2.0149030205422647,1.0,2,1.8718021769015913,Cloudy,1,0,0,0,0
46.0,94,1.6094379124341003,0.0,10,2.6026896854443837,Sunny,0,0,0,1,0
-2.0,92,0.6931471805599453,3.0,1,0.9162907318741551,Snowy,0,1,0,0,1
20.0,50,2.0149030205422647,1.0,4,1.9459101490553132,Cloudy,0,1,1,0,0
0.0,64,2.4423470353692043,3.0,0,1.3862943611198906,Snowy,0,0,0,0,1
22.0,48,1.9459101490553132,0.0,5,2.3513752571634776,Sunny,0,1,0,1,0
29.0,50,1.8718021769015913,3.0,4,2.1972245773362196,Cloudy,0,1,1,0,0
4.0,77,2.6390573296152584,3.0,1,1.252762968495368,Snowy,0,0,0,0,1
40.0,39,2.3513752571634776,0.0,8,2.1972245773362196,Sunny,1,0,1,0,0
-3.0,60,2.1972245773362196,3.0,1,1.3862943611198906,Snowy,0,1,0,0,1
33.0,25,1.6094379124341003,1.0,11,2.0149030205422647,Sunny,1,0,0,1,0
31.0,87,2.4849066497880004,1.0,0,1.5040773967762742,Rainy,0,0,0,1,0
41.0,72,1.252762968495368,2.0,6,2.2512917986064953,Rainy,0,1,0,1,0
33.0,77,0.6931471805599453,1.0,4,2.2512917986064953,Cloudy,0,0,0,0,1
-5.0,68,0.4054651081081644,3.0,1,0.9162907318741551,Snowy,0,0,0,0,1
-9.0,90,0.9162907318741551,3.0,1,1.7047480922384253,Snowy,0,0,0,0,1
1.0,89,2.1400661634962708,1.0,1,1.7047480922384253,Snowy,0,1,0,0,1
13.0,62,2.70805020110221,3.0,1,2.302585092994046,Cloudy,0,1,1,0,0
13.0,75,2.3513752571634776,3.0,2,2.1972245773362196,Cloudy,0,1,1,0,0
15.0,105,2.1400661634962708,3.0,10,1.6094379124341003,Cloudy,0,1,0,0,0
31.0,86,2.6741486494265287,3.0,3,1.6094379124341003,Rainy,0,1,0,0,1
26.0,60,2.5257286443082556,1.0,3,1.5040773967762742,Rainy,0,1,0,0,0
44.0,25,0.6931471805599453,1.0,10,1.8718021769015913,Sunny,1,0,0,0,0
28.0,93,2.6026896854443837,1.0,0,1.791759469228055,Rainy,1,0,0,0,0
18.0,88,2.803360380906535,3.0,1,1.5040773967762742,Rainy,0,1,0,0,1
30.0,77,2.5649493574615367,1.0,0,1.5040773967762742,Rainy,0,1,0,1,0
24.0,50,1.5040773967762742,3.0,4,2.0149030205422647,Cloudy,0,0,0,0,0
36.0,32,1.9459101490553132,0.0,7,2.1400661634962708,Sunny,1,0,0,1,0
3.0,75,2.4423470353692043,3.0,1,1.3862943611198906,Snowy,0,0,0,0,1
35.0,49,2.302585092994046,0.0,10,2.0794415416798357,Sunny,1,0,1,0,0
26.0,43,2.0794415416798357,1.0,5,1.9459101490553132,Sunny,0,0,0,0,0
16.0,59,2.5257286443082556,1.0,4,2.0149030205422647,Cloudy,0,0,0,0,0
38.0,73,1.252762968495368,3.0,3,2.6390573296152584,Rainy,0,0,1,0,0
34.0,51,2.302585092994046,3.0,4,1.9459101490553132,Cloudy,1,0,0,1,0
33.0,88,2.995732273553991,3.0,2,1.3862943611198906,Rainy,0,0,1,0,0
17.0,72,3.044522437723423,3.0,0,1.6094379124341003,Rainy,0,0,0,0,0
30.0,58,0.6931471805599453,3.0,2,1.9459101490553132,Cloudy,0,1,0,0,1
17.0,69,1.0986122886681098,3.0,1,2.2512917986064953,Cloudy,1,0,0,1,0
-5.0,94,2.302585092994046,3.0,0,1.791759469228055,Snowy,0,0,0,0,1
17.0,64,3.0204248861443626,3.0,2,1.791759469228055,Rainy,1,0,0,1,0
34.0,88,3.0204248861443626,3.0,1,1.6094379124341003,Rainy,0,1,0,1,0
41.0,90,3.1135153092103742,3.0,13,1.6094379124341003,Rainy,1,0,0,0,1
13.0,77,1.791759469228055,2.0,3,2.2512917986064953,Cloudy,0,1,1,0,0
23.0,35,1.5040773967762742,0.0,7,2.1972245773362196,Sunny,0,1,0,1,0
16.0,96,2.995732273553991,3.0,0,1.7047480922384253,Rainy,0,1,0,1,0
-7.0,70,2.2512917986064953,3.0,1,1.0986122886681098,Snowy,0,0,0,0,1
3.0,90,2.3513752571634776,3.0,0,1.252762968495368,Snowy,0,0,0,0,1
39.0,54,0.0,0.0,8,2.3513752571634776,Sunny,0,1,1,0,0
21.0,64,2.995732273553991,1.0,0,1.7047480922384253,Rainy,1,0,0,0,1
38.0,69,2.0149030205422647,0.0,5,2.1972245773362196,Sunny,1,0,0,1,0
-6.0,81,3.0204248861443626,3.0,0,0.9162907318741551,Snowy,0,1,0,0,1
10.0,80,2.8622008809294686,3.0,3,1.5040773967762742,Rainy,1,0,0,1,0
23.0,73,2.740840023925201,1.0,4,2.1400661634962708,Cloudy,0,0,1,0,0
38.0,21,0.0,2.0,2,1.9459101490553132,Snowy,0,0,1,0,0
15.0,97,2.6026896854443837,3.0,2,1.3862943611198906,Rainy,1,0,0,0,1
20.0,55,1.0986122886681098,0.0,9,2.302585092994046,Sunny,0,1,0,1,0
26.0,82,2.9444389791664403,1.0,1,1.3862943611198906,Rainy,1,0,1,0,0
23.0,60,3.0204248861443626,1.0,2,1.7047480922384253,Rainy,1,0,0,0,1
26.0,68,1.6094379124341003,1.0,4,1.8718021769015913,Cloudy,0,0,0,0,0
10.0,99,2.833213344056216,3.0,2,0.9162907318741551,Rainy,0,0,1,0,0
20.0,42,1.6094379124341003,1.0,5,2.1972245773362196,Sunny,0,0,1,0,0
-1.0,94,2.6390573296152584,3.0,0,1.6094379124341003,Snowy,0,1,0,0,1
28.0,65,2.6741486494265287,1.0,4,1.8718021769015913,Cloudy,0,0,0,0,0
-10.0,94,2.1400661634962708,1.0,1,1.6094379124341003,Snowy,0,0,0,0,1
41.0,57,1.6094379124341003,0.0,10,2.0149030205422647,Sunny,1,0,0,1,0
34.0,78,2.740840023925201,3.0,1,1.9459101490553132,Cloudy,0,0,0,0,0
33.0,30,2.3513752571634776,1.0,11,1.791759469228055,Sunny,1,0,0,1,0
28.0,56,2.2512917986064953,1.0,1,2.1400661634962708,Cloudy,1,0,0,0,1
34.0,99,3.5553480614894135,1.0,9,0.6931471805599453,Rainy,0,1,1,0,0
-7.0,97,1.7047480922384253,3.0,0,1.0986122886681098,Snowy,0,0,0,0,1
31.0,100,2.772588722239781,0.0,8,1.791759469228055,Sunny,1,0,0,0,0
19.0,97,2.302585092994046,3.0,3,1.0986122886681098,Rainy,0,0,0,1,0
34.0,97,2.917770732084279,3.0,1,1.252762968495368,Rainy,1,0,0,0,0
10.0,80,2.8903717578961645,3.0,3,0.9162907318741551,Rainy,1,0,0,0,0
28.0,76,0.4054651081081644,1.0,4,2.1400661634962708,Cloudy,0,1,0,0,0
18.0,74,0.4054651081081644,3.0,1,2.2512917986064953,Cloudy,0,0,1,0,0
32.0,63,1.3862943611198906,1.0,1,2.2512917986064953,Cloudy,0,1,0,0,0
-7.0,82,2.1400661634962708,3.0,0,1.252762968495368,Snowy,0,0,0,0,1
22.0,61,2.2512917986064953,1.0,2,2.0149030205422647,Cloudy,0,1,0,1,0
23.0,78,2.772588722239781,3.0,2,1.6094379124341003,Rainy,0,1,1,0,0
27.0,83,2.833213344056216,3.0,1,1.252762968495368,Rainy,1,0,0,0,0
-9.0,67,2.6390573296152584,3.0,0,1.0986122886681098,Snowy,0,0,0,0,1
-10.0,92,2.8903717578961645,3.0,1,1.7047480922384253,Snowy,0,0,0,0,1
10.0,68,2.1972245773362196,3.0,3,0.9162907318741551,Rainy,1,0,0,1,0
35.0,33,2.0794415416798357,1.0,5,2.1400661634962708,Sunny,1,0,0,0,1
22.0,89,2.5649493574615367,1.0,11,1.0986122886681098,Cloudy,1,0,0,0,1
2.0,86,2.5257286443082556,1.0,1,1.252762968495368,Snowy,0,0,0,0,1
30.0,71,2.5649493574615367,1.0,2,1.3862943611198906,Rainy,0,0,0,1,0
30.0,55,1.791759469228055,1.0,2,2.0149030205422647,Cloudy,0,0,1,0,0
14.0,68,2.5257286443082556,3.0,2,2.0149030205422647,Cloudy,1,0,0,0,1
19.0,91,2.970414465569701,3.0,0,1.6094379124341003,Rainy,0,1,1,0,0
34.0,71,1.6094379124341003,3.0,3,2.0149030205422647,Cloudy,1,0,0,0,0
27.0,79,2.70805020110221,1.0,1,2.1400661634962708,Cloudy,0,1,0,0,0
8.0,78,3.56953269648137,1.0,11,1.5040773967762742,Snowy,0,1,0,0,1
-3.0,76,2.3978952727983707,3.0,0,1.5040773967762742,Snowy,0,0,0,0,1
29.0,107,0.4054651081081644,1.0,8,2.3978952727983707,Cloudy,1,0,0,1,0
27.0,54,2.0794415416798357,1.0,2,1.9459101490553132,Cloudy,1,0,0,0,0
22.0,95,3.597312260588446,3.0,11,1.6094379124341003,Rainy,1,0,0,0,1
24.0,27,1.0986122886681098,1.0,7,1.9459101490553132,Sunny,0,1,0,1,0
33.0,69,2.1972245773362196,0.0,9,2.3513752571634776,Sunny,0,1,1,0,0
32.0,59,0.4054651081081644,1.0,2,2.0794415416798357,Cloudy,0,1,0,1,0
-10.0,72,1.252762968495368,3.0,0,1.0986122886681098,Snowy,0,0,0,0,1
28.0,108,2.1400661634962708,1.0,1,1.6094379124341003,Sunny,0,1,0,0,0
27.0,26,2.302585092994046,1.0,5,2.0794415416798357,Sunny,0,1,0,0,1
-9.0,71,2.3513752571634776,3.0,1,1.5040773967762742,Snowy,0,1,0,0,1
28.0,86,2.3513752571634776,3.0,3,1.3862943611198906,Rainy,1,0,1,0,0
-4.0,64,0.6931471805599453,3.0,1,0.9162907318741551,Snowy,0,1,0,0,1
25.0,51,1.791759469228055,0.0,7,2.0794415416798357,Sunny,1,0,1,0,0
12.0,92,3.044522437723423,3.0,3,1.0986122886681098,Rainy,0,0,0,1,0
14.0,65,2.0149030205422647,1.0,1,2.0149030205422647,Cloudy,1,0,1,0,0
2.0,71,2.4849066497880004,3.0,0,1.3862943611198906,Snowy,0,0,0,0,1
43.0,24,2.0794415416798357,0.0,9,2.0794415416798357,Sunny,0,1,0,0,0
-10.0,84,1.791759469228055,3.0,0,1.7047480922384253,Snowy,0,0,0,0,1
25.0,86,2.4849066497880004,3.0,0,1.6094379124341003,Rainy,1,0,1,0,0
30.0,96,1.7047480922384253,1.0,1,1.8718021769015913,Cloudy,0,0,0,0,0
44.0,94,2.302585092994046,0.0,2,2.0149030205422647,Sunny,1,0,0,1,0
12.0,89,2.917770732084279,3.0,2,1.0986122886681098,Rainy,0,1,1,0,0
20.0,48,1.3862943611198906,0.0,10,2.3513752571634776,Sunny,0,1,1,0,0
32.0,71,2.995732273553991,3.0,3,1.252762968495368,Rainy,0,0,0,0,0
13.0,79,2.4849066497880004,3.0,2,1.7047480922384253,Rainy,1,0,0,1,0
-24.0,84,3.1986731175506815,3.0,0,0.9162907318741551,Snowy,0,0,0,0,1
22.0,46,1.791759469228055,0.0,11,2.0794415416798357,Sunny,0,0,0,0,0
25.0,57,1.5040773967762742,1.0,10,2.2512917986064953,Sunny,0,1,0,0,0
-4.0,69,2.740840023925201,3.0,1,1.3862943611198906,Snowy,0,0,0,0,1
0.0,73,1.6094379124341003,1.0,1,1.3862943611198906,Snowy,0,1,0,0,1
41.0,33,1.5040773967762742,1.0,6,2.1972245773362196,Sunny,1,0,0,1,0
35.0,50,2.0794415416798357,0.0,7,2.1400661634962708,Sunny,1,0,1,0,0
14.0,95,3.7727609380946383,1.0,6,1.6094379124341003,Rainy,0,0,0,0,0
23.0,63,1.791759469228055,0.0,9,2.302585092994046,Sunny,1,0,0,0,1
34.0,31,2.3513752571634776,0.0,10,1.8718021769015913,Sunny,0,1,0,1,0
28.0,97,2.5649493574615367,1.0,2,1.252762968495368,Rainy,0,1,0,0,1
33.0,63,2.2512917986064953,3.0,2,1.3862943611198906,Rainy,1,0,0,0,0
12.0,88,2.3513752571634776,1.0,1,1.791759469228055,Rainy,0,0,0,1,0
11.0,66,2.6741486494265287,1.0,2,2.1400661634962708,Cloudy,1,0,0,0,0
19.0,72,2.4849066497880004,3.0,4,2.1400661634962708,Cloudy,0,0,0,1,0
18.0,87,2.9444389791664403,3.0,1,0.9162907318741551,Rainy,0,1,0,0,0
15.0,98,1.9459101490553132,1.0,2,1.5040773967762742,Rainy,1,0,1,0,0
13.0,76,0.0,1.0,3,1.8718021769015913,Cloudy,0,1,0,1,0
34.0,24,1.6094379124341003,0.0,11,2.1972245773362196,Sunny,1,0,0,0,0
-7.0,89,0.6931471805599453,3.0,1,1.6094379124341003,Snowy,0,0,0,0,1
-8.0,98,2.740840023925201,3.0,0,1.6094379124341003,Snowy,0,1,0,0,1
1.0,70,2.8622008809294686,3.0,1,0.9162907318741551,Snowy,0,0,0,0,1
21.0,72,2.995732273553991,3.0,2,1.0986122886681098,Rainy,1,0,0,0,1
2.0,105,2.4423470353692043,3.0,0,1.3862943611198906,Snowy,0,0,0,0,1
21.0,46,2.1400661634962708,0.0,7,1.9459101490553132,Sunny,1,0,0,0,0
-2.0,72,2.3513752571634776,3.0,1,0.9162907318741551,Snowy,0,0,0,0,1
31.0,95,2.995732273553991,3.0,3,1.252762968495368,Rainy,0,0,0,1,0
24.0,77,2.6741486494265287,1.0,2,1.6094379124341003,Rainy,0,1,0,0,0
26.0,68,2.772588722239781,1.0,3,1.252762968495368,Rainy,0,1,0,0,1
22.0,72,2.4849066497880004,3.0,2,1.8718021769015913,Cloudy,0,1,0,0,1
32.0,58,2.0149030205422647,0.0,6,2.302585092994046,Sunny,0,0,0,0,0
-10.0,63,2.917770732084279,1.0,0,1.5040773967762742,Snowy,0,0,0,0,1
26.0,67,2.3978952727983707,1.0,4,2.0149030205422647,Cloudy,0,1,0,0,0
35.0,58,1.3862943611198906,0.0,5,1.791759469228055,Sunny,0,0,0,0,1
11.0,76,1.9459101490553132,1.0,7,2.302585092994046,Rainy,1,0,0,0,0
26.0,27,1.8718021769015913,1.0,7,2.1400661634962708,Sunny,1,0,0,1,0
43.0,50,2.1972245773362196,1.0,5,1.8718021769015913,Sunny,1,0,0,0,0
33.0,58,2.1972245773362196,3.0,2,2.1972245773362196,Cloudy,1,0,0,0,1
5.0,71,2.3513752571634776,3.0,6,1.9459101490553132,Snowy,0,0,0,0,1
23.0,62,2.3978952727983707,3.0,3,2.302585092994046,Cloudy,0,0,0,0,1
-6.0,94,1.252762968495368,3.0,1,0.9162907318741551,Snowy,0,1,0,0,1
8.0,87,2.3978952727983707,3.0,1,0.4054651081081644,Snowy,0,0,0,0,1
-6.0,106,3.5263605246161616,3.0,1,0.9162907318741551,Snowy,0,0,0,0,1
31.0,62,1.9459101490553132,1.0,1,1.8718021769015913,Cloudy,0,1,1,0,0
32.0,27,2.1972245773362196,1.0,8,1.8718021769015913,Sunny,0,1,0,1,0
20.0,86,2.70805020110221,3.0,1,1.0986122886681098,Rainy,1,0,1,0,0
22.0,58,2.6741486494265287,3.0,3,2.1400661634962708,Cloudy,0,0,0,0,1
15.0,74,2.995732273553991,1.0,1,0.9162907318741551,Rainy,0,1,0,0,0
11.0,82,2.740840023925201,3.0,8,2.0794415416798357,Cloudy,0,1,1,0,0
19.0,79,2.4849066497880004,3.0,2,1.6094379124341003,Rainy,0,0,0,1,0
-14.0,48,1.791759469228055,1.0,8,1.8718021769015913,Rainy,1,0,0,1,0
14.0,80,2.6390573296152584,0.0,4,0.9162907318741551,Sunny,0,0,1,0,0
27.0,73,2.6026896854443837,1.0,4,1.9459101490553132,Cloudy,0,0,0,0,1
21.0,25,0.6931471805599453,0.0,5,2.0794415416798357,Sunny,1,0,1,0,0
-4.0,89,2.803360380906535,1.0,1,1.252762968495368,Snowy,0,0,0,0,1
2.0,70,2.8903717578961645,1.0,0,1.7047480922384253,Snowy,0,1,0,0,1
-3.0,98,0.4054651081081644,1.0,0,1.0986122886681098,Snowy,0,0,0,0,1
42.0,28,2.1972245773362196,1.0,9,2.0149030205422647,Sunny,0,0,0,1,0
18.0,91,2.9444389791664403,1.0,1,1.252762968495368,Rainy,1,0,1,0,0
10.0,88,2.970414465569701,3.0,6,0.9162907318741551,Rainy,1,0,0,0,1
50.0,72,3.481240089335692,1.0,6,0.6931471805599453,Rainy,0,1,0,0,1
29.0,63,2.5257286443082556,3.0,2,1.0986122886681098,Rainy,0,1,0,0,0
37.0,62,1.9459101490553132,0.0,11,2.0794415416798357,Sunny,0,1,0,0,0
